name,score_rank,popularity_rank,members,year,season,episodes,studio,source,genres,score,ave_main_cast_favorites
Touken Ranbu: Hanamaru,#4435,#1951,70319,2016,fall,12.0,Doga Kobo,Game,"['Action', 'Slice of Life', 'Comedy', 'Historical', 'Drama', 'Fantasy']",6.82,648.0
ViVid Strike!,#3538,#2145,62548,2016,fall,12.0,Seven Arcs Pictures,Original,"['Action', 'Drama', 'Magic', 'Martial Arts']",7.05,7423.0
Cheating Craft,#10330,#2242,57034,2016,fall,12.0,Blade,Novel,"['Action', 'Comedy', 'School']",5.42,10.0
To Be Hero,#3781,#2361,52609,2016,fall,12.0,Haoliners Animation League,Original,['Comedy'],6.98,18641.0
Brave Witches,#4561,#2400,51040,2016,fall,12.0,SILVER LINK.,Original,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",6.79,703.9
Lostorage Incited WIXOSS,#5019,#2413,50659,2016,fall,12.0,J.C.Staff,Card game,"['Game', 'Psychological']",6.7,1184.3333333333333
Magic-Kyun! Renaissance,#3583,#2565,45107,2016,fall,13.0,Sunrise,Original,"['Music', 'Magic', 'Romance', 'School']",7.04,2008.571428571429
Shakunetsu no Takkyuu Musume,#3355,#2807,37904,2016,fall,12.0,Kinema Citrus,Web manga,['Sports'],7.08,442.1666666666667
Uta no☆Prince-sama♪: Maji Love Legend Star,#2983,#2917,35316,2016,fall,13.0,A-1 Pictures,Visual novel,"['Harem', 'Music', 'Comedy', 'Romance', 'Shoujo']",7.17,19179.375
Stella no Mahou,#4261,#2929,34992,2016,fall,12.0,SILVER LINK.,4-koma manga,"['Game', 'Slice of Life', 'Comedy', 'School']",6.86,7060.0
Gakuen Handsome,#5136,#3026,33180,2016,fall,12.0,Team YokkyuFuman,Game,"['Comedy', 'Parody', 'School', 'Shounen Ai']",6.67,8788.5
Kono Subarashii Sekai ni Shukufuku wo! 2,#231,#77,1138398,2017,winter,10.0,Studio Deen,Light novel,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Fantasy']",8.3,20054.0
Kobayashi-san Chi no Maid Dragon,#561,#111,897631,2017,winter,13.0,Kyoto Animation,Manga,"['Slice of Life', 'Comedy', 'Fantasy']",7.99,905.0
Youjo Senki,#574,#176,679261,2017,winter,12.0,Nut,Light novel,"['Action', 'Military', 'Magic']",7.98,32853.5
Masamune-kun no Revenge,#4641,#204,633378,2017,winter,12.0,SILVER LINK.,Manga,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",6.78,7220.0
Ao no Exorcist: Kyoto Fujouou-hen,#1974,#226,594062,2017,winter,12.0,A-1 Pictures,Manga,"['Action', 'Demons', 'Supernatural', 'Fantasy', 'Shounen']",7.39,36659.5
Kuzu no Honkai,#2617,#271,531100,2017,winter,12.0,Lerche,Manga,"['Drama', 'Romance', 'School', 'Seinen']",7.25,3055.0
Little Witch Academia (TV),#751,#295,510228,2017,winter,25.0,Trigger,Original,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']",7.86,3859.75
Gabriel DropOut,#1677,#418,373675,2017,winter,12.0,Doga Kobo,Manga,"['Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",7.48,24017.75
Demi-chan wa Kataritai,#1316,#462,343960,2017,winter,12.0,A-1 Pictures,Manga,"['Comedy', 'Vampire', 'Fantasy', 'School', 'Seinen']",7.59,6798.2
Fuuka,#5933,#682,244202,2017,winter,12.0,Diomedéa,Manga,"['Drama', 'Ecchi', 'Music', 'Romance', 'School', 'Shounen']",6.52,8966.333333333334
Gintama.,#11,#732,230029,2017,winter,12.0,Bandai Namco Pictures,Manga,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",8.98,23358.6
Seiren,#7038,#936,179392,2017,winter,12.0,Studio Gokumi,Original,"['Romance', 'School']",6.3,3664.5
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,#35,#1085,153401,2017,winter,12.0,Studio Deen,Manga,"['Drama', 'Historical', 'Josei']",8.77,7828.5
Tales of Zestiria the Cross 2nd Season,#2186,#1199,137529,2017,winter,13.0,ufotable,Game,"['Action', 'Adventure', 'Magic', 'Fantasy']",7.34,10883.285714285714
ACCA: 13-ku Kansatsu-ka,#1110,#1252,131912,2017,winter,12.0,Madhouse,Manga,"['Mystery', 'Police', 'Drama', 'Fantasy', 'Seinen']",7.67,7888.0
Akiba's Trip The Animation,#5845,#1311,122764,2017,winter,13.0,Gonzo,Game,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",6.53,9252.25
ChäoS;Child,#6679,#1384,114469,2017,winter,12.0,SILVER LINK.,Visual novel,"['Sci-Fi', 'Mystery', 'Psychological', 'Supernatural']",6.37,9271.75
Urara Meirochou,#3194,#1407,112255,2017,winter,12.0,J.C.Staff,4-koma manga,"['Slice of Life', 'Comedy', 'Fantasy', 'Seinen']",7.12,708.25
Chain Chronicle: Haecceitas no Hikari,#5409,#1529,100685,2017,winter,12.0,Telecom Animation Film,Game,"['Action', 'Adventure', 'Fantasy', 'Magic']",6.62,9239.333333333334
One Room,#9936,#1555,99429,2017,winter,12.0,Typhoon Graphics,Original,['Slice of Life'],5.56,1844.6666666666667
Rewrite 2nd Season,#2700,#1585,97202,2017,winter,11.0,8bit,Visual novel,"['Action', 'Military', 'Comedy', 'Supernatural', 'Romance', 'Fantasy']",7.23,47230.5
Hand Shakers,#10592,#1655,91936,2017,winter,12.0,GoHands,Original,['Action'],5.31,2329.0
Kemono Friends,#1423,#1943,70789,2017,winter,12.0,Yaoyorozu,Game,"['Adventure', 'Comedy', 'Fantasy']",7.56,861.6666666666666
Super Lovers 2,#2707,#1944,71184,2017,winter,10.0,Studio Deen,Manga,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shounen Ai']",7.23,2334.5
BanG Dream!,#3868,#1979,69098,2017,winter,13.0,Xebec,Original,['Music'],6.96,418.4
Yowamushi Pedal: New Generation,#1132,#2088,64228,2017,winter,25.0,TMS Entertainment,Manga,"['Comedy', 'Sports', 'Drama', 'Shounen']",7.67,3168.0
Nyanko Days,#5480,#2198,59256,2017,winter,12.0,EMT Squared,4-koma manga,"['Slice of Life', 'Comedy']",6.6,700.0
ēlDLIVE,#7878,#2621,43374,2017,winter,12.0,Studio Pierrot,Manga,"['Action', 'Sci-Fi', 'Space', 'Police', 'Shounen']",6.13,22553.5
Reikenzan: Eichi e no Shikaku,#4070,#2771,38745,2017,winter,12.0,Studio Deen,Light novel,"['Comedy', 'Magic', 'Fantasy']",6.91,0.0
Onihei,#2338,#2905,35404,2017,winter,13.0,Studio M2,Novel,"['Historical', 'Seinen']",7.31,547.0
Shingeki no Kyojin Season 2,#119,#13,1931578,2017,spring,12.0,Wit Studio,Manga,"['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",8.48,25444.0
Boku no Hero Academia 2nd Season,#272,#14,1902100,2017,spring,25.0,Bones,Manga,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",8.24,21479.166666666668
Boruto: Naruto Next Generations,#9069,#207,624102,2017,spring,,Studio Pierrot,Manga,"['Action', 'Adventure', 'Super Power', 'Martial Arts', 'Shounen']",5.83,187.5
Eromanga-sensei,#6358,#240,575581,2017,spring,12.0,A-1 Pictures,Light novel,"['Comedy', 'Drama', 'Romance', 'Ecchi']",6.44,16972.5
Rokudenashi Majutsu Koushi to Akashic Records,#2968,#263,541366,2017,spring,12.0,LIDENFILMS,Light novel,"['Action', 'Magic', 'Fantasy', 'School']",7.17,1641.3333333333333
Tsuki ga Kirei,#374,#378,411051,2017,spring,12.0,feel.,Original,"['Romance', 'School']",8.14,1330.0
Re:Creators,#1406,#394,392719,2017,spring,22.0,TROYCA,Original,"['Action', 'Sci-Fi', 'Fantasy', 'Mecha']",7.56,7744.571428571428
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,#3572,#454,350202,2017,spring,12.0,J.C.Staff,Light novel,"['Action', 'Adventure', 'Fantasy']",7.04,689.5
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,#1037,#525,306053,2017,spring,12.0,Satelight,Light novel,"['Sci-Fi', 'Drama', 'Romance', 'Fantasy']",7.7,214.25
Busou Shoujo Machiavellianism,#3970,#549,293856,2017,spring,12.0,SILVER LINK.,Manga,"['Action', 'Comedy', 'School', 'Shounen']",6.93,498.57142857142856
Renai Boukun,#5182,#550,293481,2017,spring,12.0,EMT Squared,Web manga,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'School']",6.66,1914.75
Saenai Heroine no Sodatekata ♭,#872,#598,275904,2017,spring,11.0,A-1 Pictures,Light novel,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",7.79,14770.0
Zero kara Hajimeru Mahou no Sho,#3363,#789,213860,2017,spring,12.0,White Fox,Light novel,"['Action', 'Adventure', 'Magic', 'Fantasy']",7.08,704.5
Shingeki no Bahamut: Virgin Soul,#1779,#828,201462,2017,spring,24.0,MAPPA,Card game,"['Action', 'Adventure', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",7.45,1273.4
Granblue Fantasy The Animation,#5140,#1064,156436,2017,spring,13.0,A-1 Pictures,Game,"['Adventure', 'Fantasy']",6.67,16107.833333333334
Tsugumomo,#3456,#1116,150536,2017,spring,12.0,Zero-G,Manga,"['Action', 'Comedy', 'Ecchi', 'School', 'Seinen', 'Supernatural']",7.06,839.6666666666666
Natsume Yuujinchou Roku,#58,#1126,147767,2017,spring,11.0,Shuka,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",8.64,48285.0
Clockwork Planet,#6279,#1205,136759,2017,spring,12.0,Xebec,Light novel,"['Fantasy', 'Sci-Fi']",6.45,818.8
Berserk 2nd Season,#5440,#1211,136299,2017,spring,12.0,Millepensee,Manga,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Military', 'Romance', 'Supernatural']",6.61,113.0
Sakura Quest,#1995,#1277,128039,2017,spring,25.0,P.A. Works,Original,"['Slice of Life', 'Comedy']",7.39,1256.8
Sakurada Reset,#2092,#1298,125685,2017,spring,24.0,David Production,Light novel,"['Mystery', 'Super Power', 'Supernatural', 'School']",7.36,41803.66666666666
Sin: Nanatsu no Taizai,#9515,#1327,121512,2017,spring,12.0,Artland,Other,"['Ecchi', 'Fantasy']",5.7,2899.8
Oushitsu Kyoushi Heine,#1698,#1399,113302,2017,spring,12.0,Bridge,Manga,"['Slice of Life', 'Comedy', 'Historical']",7.47,336.6
Alice to Zouroku,#3224,#1498,103058,2017,spring,12.0,J.C.Staff,Manga,"['Adventure', 'Mystery', 'Seinen']",7.11,1506.0
Seikaisuru Kado,#4588,#1576,97624,2017,spring,12.0,Toei Animation,Original,['Sci-Fi'],6.79,967.6666666666666
Fukumenkei Noise,#3749,#1588,97417,2017,spring,12.0,Brain's Base,Manga,"['Music', 'Drama', 'Romance', 'School', 'Shoujo']",6.99,19034.33333333333
Gin no Guardian,#7398,#1619,94313,2017,spring,12.0,Haoliners Animation League,Web manga,"['Adventure', 'Fantasy']",6.23,14904.0
Hinako Note,#4729,#1724,86515,2017,spring,12.0,Passione,4-koma manga,"['Comedy', 'Slice of Life']",6.76,1138.6
Ani ni Tsukeru Kusuri wa Nai!,#1731,#1985,69126,2017,spring,12.0,Fanworks,Web manga,"['Slice of Life', 'Comedy', 'School']",7.46,15856.333333333334
Kenka Banchou Otome: Girl Beats Boys,#6402,#2085,64441,2017,spring,12.0,Project No.9,Visual novel,"['Action', 'Martial Arts', 'School', 'Shoujo']",6.43,3368.833333333333
Uchouten Kazoku 2,#395,#2322,54268,2017,spring,12.0,P.A. Works,Novel,"['Comedy', 'Demons', 'Drama', 'Fantasy', 'Slice of Life']",8.13,12113.5
Souryo to Majiwaru Shikiyoku no Yoru ni...,#11411,#2788,38427,2017,spring,12.0,Seven,Manga,"['Drama', 'Ecchi', 'Romance']",4.64,3.0
Yu☆Gi☆Oh! VRAINS,#5405,#2892,35869,2017,spring,120.0,Gallop,Card game,"['Action', 'Game', 'Sci-Fi', 'Fantasy', 'Shounen']",6.62,14167.5
Kakegurui,#2295,#87,1050180,2017,summer,12.0,MAPPA,Manga,"['Game', 'Mystery', 'Psychological', 'Drama', 'School', 'Shounen']",7.32,13829.333333333334
Made in Abyss,#43,#97,977333,2017,summer,13.0,Kinema Citrus,Web manga,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",8.71,3872.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),#773,#160,715641,2017,summer,12.0,Lerche,Light novel,"['Psychological', 'Drama', 'School']",7.84,2245.6666666666665
Tsurezure Children,#1239,#251,553487,2017,summer,12.0,Studio Gokumi,4-koma manga,"['Comedy', 'Romance', 'School', 'Shounen']",7.62,17249.8
Gamers!,#4312,#285,517844,2017,summer,12.0,Pine Jam,Light novel,"['Game', 'Comedy', 'Romance', 'School']",6.85,1463.2
Isekai wa Smartphone to Tomo ni.,#7591,#390,395602,2017,summer,12.0,Production Reed,Light novel,"['Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Fantasy']",6.19,2469.1666666666665
Hajimete no Gal,#7089,#402,388021,2017,summer,10.0,NAZ,Manga,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",6.29,506.0
Aho Girl,#4364,#411,381282,2017,summer,12.0,Diomedéa,4-koma manga,"['Comedy', 'Romance', 'School', 'Shounen']",6.84,32627.5
Fate/Apocrypha,#2945,#417,377643,2017,summer,25.0,A-1 Pictures,Light novel,"['Action', 'Supernatural', 'Drama', 'Magic', 'Fantasy']",7.17,14405.5
Koi to Uso,#5761,#505,315732,2017,summer,12.0,LIDENFILMS,Manga,"['Drama', 'Romance', 'School']",6.55,24565.75
Owarimonogatari 2nd Season,#18,#527,306121,2017,summer,7.0,Shaft,Light novel,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",8.92,26608.5
Ballroom e Youkoso,#314,#675,247907,2017,summer,24.0,Production I.G,Manga,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']",8.2,13770.5
New Game!!,#952,#782,214847,2017,summer,12.0,Doga Kobo,4-koma manga,"['Game', 'Slice of Life', 'Comedy']",7.74,5890.5
Knight's & Magic,#3249,#849,198390,2017,summer,13.0,8bit,Light novel,"['Action', 'Fantasy', 'Mecha', 'School']",7.11,12459.666666666666
Princess Principal,#991,#988,168209,2017,summer,12.0,Actas,Original,"['Action', 'Mystery', 'Historical']",7.72,62.4
Isekai Shokudou,#2143,#995,167129,2017,summer,12.0,SILVER LINK.,Light novel,"['Slice of Life', 'Fantasy']",7.35,8667.0
Keppeki Danshi! Aoyama-kun,#3802,#1161,143537,2017,summer,12.0,Studio Hibari,Manga,"['Comedy', 'Seinen', 'Sports']",6.98,1342.0
Netsuzou TRap,#10473,#1299,125931,2017,summer,12.0,Creators in Pack,Manga,"['Drama', 'Romance', 'Shoujo Ai']",5.36,696.5
Hitorijime My Hero,#2052,#1320,123170,2017,summer,12.0,Encourage Films,Manga,"['Drama', 'Romance', 'School', 'Shounen Ai', 'Slice of Life']",7.37,9742.75
Katsugeki/Touken Ranbu,#4864,#1497,103162,2017,summer,13.0,ufotable,Game,"['Action', 'Historical', 'Samurai', 'Fantasy']",6.73,1519.6666666666667
Centaur no Nayami,#6237,#1863,77003,2017,summer,12.0,Haoliners Animation League,Manga,"['Slice of Life', 'Comedy', 'Fantasy', 'School', 'Seinen']",6.46,205.5
Konbini Kareshi,#7165,#1869,76764,2017,summer,12.0,Studio Pierrot,Original,"['Slice of Life', 'Romance']",6.28,11227.75
Nana Maru San Batsu,#5075,#2001,67941,2017,summer,12.0,TMS Entertainment,Manga,"['Game', 'School', 'Seinen']",6.68,1960.6
Shoukoku no Altair,#1455,#2140,62023,2017,summer,24.0,MAPPA,Manga,"['Military', 'Adventure', 'Historical', 'Drama', 'Fantasy', 'Shounen']",7.55,4407.0
Jikan no Shihaisha,#6968,#2149,61673,2017,summer,13.0,Project No.9,Manga,"['Supernatural', 'Shounen']",6.32,20765.5
Youkai Apartment no Yuuga na Nichijou,#2986,#2196,59191,2017,summer,26.0,Shin-Ei Animation,Light novel,"['Slice of Life', 'Supernatural']",7.17,12902.5
Tenshi no 3P!,#5292,#2353,53058,2017,summer,12.0,Project No.9,Light novel,"['Music', 'School', 'Slice of Life']",6.64,1380.0
18if,#7788,#2445,49302,2017,summer,13.0,Gonzo,Game,"['Mystery', 'Supernatural']",6.15,10649.0
Jigoku Shoujo: Yoi no Togi,#5731,#2471,48410,2017,summer,6.0,Studio Deen,Original,"['Horror', 'Mystery', 'Psychological', 'Supernatural']",6.56,1305.428571428571
Skirt no Naka wa Kedamono Deshita.,#10362,#2568,44788,2017,summer,12.0,Magic Bus,Manga,"['Drama', 'Ecchi', 'Romance']",5.41,2.5
Dive!!,#8140,#2591,44354,2017,summer,12.0,Zero-G,Novel,"['Comedy', 'Sports']",6.08,36346.333333333336
Vatican Kiseki Chousakan,#6625,#2651,42051,2017,summer,12.0,J.C.Staff,Novel,"['Mystery', 'Supernatural', 'Drama']",6.39,30448.5
Nora to Oujo to Noraneko Heart,#10407,#2781,38558,2017,summer,11.0,W-Toon Studio,Visual novel,"['Comedy', 'Ecchi']",5.39,655.6
Saiyuuki Reload Blast,#2805,#2947,34642,2017,summer,12.0,Platinum Vision,Manga,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Drama', 'Josei']",7.21,3531.25
Black Clover,#524,#83,1072617,2017,fall,170.0,Studio Pierrot,Manga,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",8.02,2000.6666666666667
Shokugeki no Souma: San no Sara,#443,#148,755034,2017,fall,12.0,J.C.Staff,Manga,"['Ecchi', 'School', 'Shounen']",8.08,11824.666666666666
Mahoutsukai no Yome,#455,#168,689168,2017,fall,24.0,Wit Studio,Manga,"['Slice of Life', 'Magic', 'Fantasy', 'Shounen']",8.08,832.5
Blend S,#2220,#286,517326,2017,fall,12.0,A-1 Pictures,4-koma manga,"['Slice of Life', 'Comedy']",7.33,3093.8
Inuyashiki,#1103,#318,482475,2017,fall,11.0,MAPPA,Manga,"['Action', 'Drama', 'Psychological', 'Sci-Fi', 'Seinen']",7.68,154.5
Houseki no Kuni (TV),#155,#470,339505,2017,fall,12.0,Orange,Manga,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Seinen']",8.41,2875.0
Kekkai Sensen & Beyond,#760,#479,335574,2017,fall,12.0,Bones,Manga,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",7.85,6664.0
3-gatsu no Lion 2nd Season,#10,#529,305780,2017,fall,22.0,Shaft,Manga,"['Drama', 'Game', 'Seinen', 'Slice of Life']",8.99,29478.25
Imouto sae Ireba Ii.,#2207,#641,257951,2017,fall,12.0,SILVER LINK.,Light novel,"['Comedy', 'Romance']",7.34,2086.0
Shoujo Shuumatsu Ryokou,#332,#658,252906,2017,fall,12.0,White Fox,Web manga,"['Adventure', 'Mystery', 'Sci-Fi', 'Slice of Life']",8.19,9609.0
Juuni Taisen,#5759,#689,242062,2017,fall,12.0,Graphinica,Novel,['Action'],6.55,11713.2
Just Because!,#2510,#697,238614,2017,fall,12.0,Pine Jam,Original,"['Slice of Life', 'Drama', 'Romance', 'School']",7.27,220.6
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,#7250,#810,208138,2017,fall,10.0,Diomedéa,Web manga,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",6.26,8257.333333333334
Himouto! Umaru-chan R,#2204,#826,202489,2017,fall,12.0,Doga Kobo,Manga,"['Comedy', 'School', 'Seinen', 'Slice of Life']",7.34,349.4
Ousama Game The Animation,#11133,#879,193069,2017,fall,12.0,Seven,Novel,"['Mystery', 'Dementia', 'Horror', 'Supernatural', 'Drama', 'School']",5.0,23898.25
Kujira no Kora wa Sajou ni Utau,#2885,#919,183231,2017,fall,12.0,J.C.Staff,Manga,"['Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shoujo']",7.19,5399.333333333333
Itsudatte Bokura no Koi wa 10 cm Datta.,#1621,#1002,166863,2017,fall,6.0,Lay-duce,Music,"['Comedy', 'Drama', 'Romance', 'School']",7.5,7214.0
Osake wa Fuufu ni Natte kara,#3911,#1043,159605,2017,fall,13.0,Creators in Pack,Web manga,"['Slice of Life', 'Comedy', 'Romance']",6.95,3803.5
Kino no Tabi: The Beautiful World - The Animated Series,#1329,#1053,157869,2017,fall,12.0,Lerche,Light novel,"['Action', 'Adventure', 'Slice of Life']",7.59,14197.0
UQ Holder!: Mahou Sensei Negima! 2,#3841,#1088,154034,2017,fall,12.0,J.C.Staff,Manga,"['Action', 'Sci-Fi', 'Magic', 'Fantasy', 'Shounen']",6.97,5322.6
Gintama.: Porori-hen,#95,#1148,145872,2017,fall,13.0,Bandai Namco Pictures,Manga,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",8.53,26888.666666666668
Dies Irae,#10453,#1345,119167,2017,fall,11.0,A.C.G.T.,Visual novel,"['Action', 'Military', 'Super Power', 'Magic']",5.37,7719.666666666667
Konohana Kitan,#1515,#1358,118286,2017,fall,12.0,Lerche,Manga,"['Slice of Life', 'Fantasy', 'Seinen', 'Shoujo Ai']",7.53,374.5
Love Live! Sunshine!! 2nd Season,#1388,#1642,93362,2017,fall,13.0,Sunrise,Other,"['Music', 'School', 'Slice of Life']",7.57,702.0
Code:Realize - Sousei no Himegimi,#5225,#1953,70306,2017,fall,12.0,M.S.C,Visual novel,"['Military', 'Harem', 'Historical', 'Romance', 'Fantasy', 'Josei']",6.65,12396.666666666666
Evil or Live,#9124,#2011,67475,2017,fall,12.0,Haoliners Animation League,Web manga,"['Psychological', 'School']",5.81,4731.0
Animegataris,#6559,#2076,64588,2017,fall,12.0,WAO World,Original,"['Comedy', 'Parody', 'School']",6.4,5640.0
Garo: Vanishing Line,#3056,#2089,64140,2017,fall,24.0,MAPPA,Original,"['Action', 'Demons', 'Supernatural', 'Fantasy']",7.15,13385.0
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",#9802,#2380,51874,2017,fall,12.0,Seven,Digital manga,"['Ecchi', 'Romance', 'School']",5.61,32.5
Osomatsu-san 2nd Season,#1279,#2512,46706,2017,fall,25.0,Studio Pierrot,Manga,"['Comedy', 'Parody']",7.6,36625.333333333336
Pingu in the City,#5882,#2770,38729,2017,fall,26.0,DandeLion Animation Studio,Other,"['Comedy', 'Kids', 'Slice of Life']",6.53,0.0
Hoozuki no Reitetsu 2nd Season,#728,#2775,38661,2017,fall,13.0,Studio Deen,Manga,"['Comedy', 'Demons', 'Fantasy', 'Seinen', 'Supernatural']",7.87,1014.0
Sengoku Night Blood,#7920,#2847,36880,2017,fall,12.0,Typhoon Graphics,Game,"['Historical', 'Romance', 'Fantasy']",6.12,9650.857142857143
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,#1181,#2931,35045,2017,fall,6.0,Studio Gokumi,Light novel,"['Slice of Life', 'Drama', 'Magic', 'Fantasy']",7.65,32343.666666666668
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,#1182,#3082,32124,2017,fall,6.0,Studio Gokumi,Original,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",7.65,16573.5
Urahara,#9310,#3107,31446,2017,fall,12.0,Shirogumi,Web manga,"['Comedy', 'Fantasy', 'Psychological', 'Sci-Fi']",5.77,1635.3333333333333
Violet Evergarden,#57,#58,1253154,2018,winter,13.0,Kyoto Animation,Light novel,"['Slice of Life', 'Drama', 'Fantasy']",8.65,7544.0
Darling in the FranXX,#2402,#66,1196277,2018,winter,24.0,A-1 Pictures,Original,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",7.29,6316.4
Nanatsu no Taizai: Imashime no Fukkatsu,#982,#112,869736,2018,winter,24.0,A-1 Pictures,Manga,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",7.73,19800.375
Overlord II,#909,#153,735540,2018,winter,13.0,Madhouse,Light novel,"['Action', 'Game', 'Adventure', 'Supernatural', 'Magic', 'Fantasy']",7.76,2065.0
Saiki Kusuo no Ψ-nan 2,#127,#356,433382,2018,winter,24.0,J.C.Staff,Manga,"['Slice of Life', 'Comedy', 'Supernatural', 'School', 'Shounen']",8.45,34462.2
Karakai Jouzu no Takagi-san,#966,#364,422519,2018,winter,12.0,Shin-Ei Animation,Manga,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Shounen']",7.74,49196.5
Citrus,#6026,#393,394230,2018,winter,12.0,Passione,Manga,"['Drama', 'Romance', 'School', 'Shoujo Ai']",6.5,5144.5
Sora yori mo Tooi Basho,#86,#405,383844,2018,winter,13.0,Madhouse,Original,"['Adventure', 'Comedy', 'Drama']",8.55,38558.5
Death March kara Hajimaru Isekai Kyousoukyoku,#6028,#420,372880,2018,winter,12.0,SILVER LINK.,Light novel,"['Adventure', 'Fantasy', 'Harem']",6.5,8883.285714285714
Yuru Camp△,#251,#439,358935,2018,winter,12.0,C-Station,Manga,"['Slice of Life', 'Comedy']",8.27,12044.2
Grancrest Senki,#2688,#715,235375,2018,winter,24.0,A-1 Pictures,Light novel,"['Action', 'Drama', 'Fantasy', 'Romance']",7.23,2584.0
Koi wa Ameagari no You ni,#1566,#748,225089,2018,winter,12.0,Wit Studio,Manga,"['Slice of Life', 'Drama', 'Romance', 'Seinen']",7.52,1129.5
Gakuen Babysitters,#725,#781,217553,2018,winter,12.0,Brain's Base,Manga,"['Comedy', 'School', 'Shoujo', 'Slice of Life']",7.87,719.75
Poputepipikku,#2447,#926,181688,2018,winter,12.0,Kamikaze Douga,4-koma manga,"['Comedy', 'Dementia', 'Parody']",7.28,3057.0
Fate/Extra: Last Encore,#7153,#950,176010,2018,winter,10.0,Shaft,Game,"['Action', 'Fantasy', 'Magic']",6.28,667.0
Kokkoku,#3676,#1098,151793,2018,winter,12.0,Geno Studio,Manga,"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']",7.02,812.5
Ryuuou no Oshigoto!,#4170,#1101,152048,2018,winter,12.0,Project No.9,Light novel,"['Comedy', 'Game', 'Slice of Life']",6.89,5706.25
Beatless,#7554,#1130,147074,2018,winter,20.0,Diomedéa,Light novel,"['Action', 'Drama', 'Romance', 'Sci-Fi']",6.2,6381.0
Gintama.: Shirogane no Tamashii-hen,#26,#1131,147761,2018,winter,12.0,Bandai Namco Pictures,Manga,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",8.81,26888.666666666668
Killing Bites,#5518,#1135,146866,2018,winter,12.0,LIDENFILMS,Manga,"['Action', 'Ecchi', 'Sci-Fi', 'Seinen']",6.6,8489.5
Hakata Tonkotsu Ramens,#1961,#1269,128653,2018,winter,12.0,Satelight,Novel,"['Action', 'Mystery']",7.4,51920.5
Dagashi Kashi 2,#4307,#1278,128448,2018,winter,12.0,Tezuka Productions,Manga,"['Slice of Life', 'Comedy', 'Shounen']",6.85,5218.5
Itou Junji: Collection,#7404,#1433,110019,2018,winter,12.0,Studio Deen,Manga,"['Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Thriller']",6.23,1825.25
Cardcaptor Sakura: Clear Card-hen,#1160,#1557,98966,2018,winter,22.0,Madhouse,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",7.65,343.25
